profile	Cruise	Site	DataOwner	Rawfilename	Instrument	CTDrosettefilename	yyyy-mm-dd hh:mm	Latitude 	Longitude	aa	exp	Pixel size	Particle filename	Plankton filename	Project
c_m108_011	m108	m108_799	Rainer Kiko(rkiko@geomar.de)	HDR20140718185239	uvp5	me108_799	2014-07-18 18:52:39	48.9778333333333	-16.2701666666667	0.010498	1.2084	0.151	export_detailed_20240422_11_01_PAR_c_m108_011.tsv	export_detailed_20240422_11_01_ZOO_c_m108_011.tsv	uvp5_sn010_2014_m108
c_m108_011	sn010_2014_m108	m108_799	rainer kiko(rkiko@geomar.de)	HDR20140718185239	uvp5	me108_799	2014-07-18 18:52:39	48.97783	-16.27017	0.025	1.0	0.1508	export_detailed_20240422_11_01_PAR_c_m108_011.tsv	export_detailed_20240422_11_01_ZOO_c_m108_011.tsv	M108_aa_exp_test1
c_m108_012	m108	m108_808	Rainer Kiko(rkiko@geomar.de)	HDR20140719141445	uvp5	me108_808	2014-07-19 14:14:45	48.8703333333333	-16.3031666666667	0.010498	1.2084	0.151	export_detailed_20240422_11_01_PAR_c_m108_012.tsv	export_detailed_20240422_11_01_ZOO_c_m108_012.tsv	uvp5_sn010_2014_m108
c_m108_012	sn010_2014_m108	m108_808	rainer kiko(rkiko@geomar.de)	HDR20140719141445	uvp5	me108_808	2014-07-19 14:14:45	48.87033	-16.30317	0.025	1.0	0.1508	export_detailed_20240422_11_01_PAR_c_m108_012.tsv	export_detailed_20240422_11_01_ZOO_c_m108_012.tsv	M108_aa_exp_test1
c_m108_013	sn010_2014_m108	m108_810	rainer kiko(rkiko@geomar.de)	HDR20140719164135	uvp5	me108_810	2014-07-19 16:41:35	48.84867	-16.29017	0.025	1.0	0.1508	export_detailed_20240422_11_01_PAR_c_m108_013.tsv	export_detailed_20240422_11_01_ZOO_c_m108_013.tsv	M108_aa_exp_test1
c_m108_013	m108	m108_810	Rainer Kiko(rkiko@geomar.de)	HDR20140719164135	uvp5	me108_810	2014-07-19 16:41:35	48.8486666666667	-16.2901666666667	0.010498	1.2084	0.151	export_detailed_20240422_11_01_PAR_c_m108_013.tsv	export_detailed_20240422_11_01_ZOO_c_m108_013.tsv	uvp5_sn010_2014_m108
c_m108_014	m108	m108_812	Rainer Kiko(rkiko@geomar.de)	HDR20140719185937	uvp5	me108_812	2014-07-19 18:59:37	48.826	-16.295	0.010498	1.2084	0.151	export_detailed_20240422_11_01_PAR_c_m108_014.tsv	export_detailed_20240422_11_01_ZOO_c_m108_014.tsv	uvp5_sn010_2014_m108
c_m108_014	sn010_2014_m108	m108_812	rainer kiko(rkiko@geomar.de)	HDR20140719185937	uvp5	me108_812	2014-07-19 18:59:37	48.826	-16.295	0.025	1.0	0.1508	export_detailed_20240422_11_01_PAR_c_m108_014.tsv	export_detailed_20240422_11_01_ZOO_c_m108_014.tsv	M108_aa_exp_test1
c_m108_015	m108	m108_819	Rainer Kiko(rkiko@geomar.de)	HDR20140720132307	uvp5	me108_819	2014-07-20 13:23:07	48.9991666666667	-16.4971666666667	0.010498	1.2084	0.151	export_detailed_20240422_11_01_PAR_c_m108_015.tsv	export_detailed_20240422_11_01_ZOO_c_m108_015.tsv	uvp5_sn010_2014_m108
c_m108_015	sn010_2014_m108	m108_819	rainer kiko(rkiko@geomar.de)	HDR20140720132307	uvp5	me108_819	2014-07-20 13:23:07	48.99917	-16.49717	0.025	1.0	0.1508	export_detailed_20240422_11_01_PAR_c_m108_015.tsv	export_detailed_20240422_11_01_ZOO_c_m108_015.tsv	M108_aa_exp_test1
c_m108_016	sn010_2014_m108	m108_820	rainer kiko(rkiko@geomar.de)	HDR20140720135822	uvp5	me108_820	2014-07-20 13:58:22	48.99867	-16.49583	0.025	1.0	0.1508	export_detailed_20240422_11_01_PAR_c_m108_016.tsv	export_detailed_20240422_11_01_ZOO_c_m108_016.tsv	M108_aa_exp_test1
c_m108_016	m108	m108_820	Rainer Kiko(rkiko@geomar.de)	HDR20140720135822	uvp5	me108_820	2014-07-20 13:58:22	48.9986666666667	-16.4958333333333	0.010498	1.2084	0.151	export_detailed_20240422_11_01_PAR_c_m108_016.tsv	export_detailed_20240422_11_01_ZOO_c_m108_016.tsv	uvp5_sn010_2014_m108
sg2105_007	sn205_export_2021	cast007	rainer kiko(rainer.kiko@imev-mer.fr)	HDR20210511124300	uvp5	007	2021-05-11 12:43:00	48.9225	-16.2525	0.0044936	1.0773	0.092	export_detailed_20240422_11_01_PAR_sg2105_007.tsv	no data available	uvp5_sn205_export_2021_filtered
station_001	dy032_2015	001	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150624003813	uvp5	d20150624_dy032_ctd01	2015-06-24 00:38:13	49.02783	-16.41467	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_001.tsv	export_detailed_20240422_11_01_ZOO_station_001.tsv	uvp5_sn005_dy032_2015_filtered
station_018	dy032_2015	018	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150625093139	uvp5	d20150625_dy032_ctd03	2015-06-25 09:31:39	48.8415	-16.52033	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_018.tsv	export_detailed_20240422_11_01_ZOO_station_018.tsv	uvp5_sn005_dy032_2015_filtered
station_024	dy032_2015	024	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150626101107	uvp5	d20150626_dy032_ctd04	2015-06-26 10:11:07	48.84017	-16.5255	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_024.tsv	export_detailed_20240422_11_01_ZOO_station_024.tsv	uvp5_sn005_dy032_2015_filtered
station_041	dy032_2015	041	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150627160059	uvp5	d20150627_dy032_ctd05	2015-06-27 16:00:59	49.07417	-16.26117	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_041.tsv	export_detailed_20240422_11_01_ZOO_station_041.tsv	uvp5_sn005_dy032_2015_filtered
station_042	dy032_2015	042	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150627190333	uvp5	d20150627_dy032_ctd06	2015-06-27 19:03:33	49.07717	-16.25767	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_042.tsv	export_detailed_20240422_11_01_ZOO_station_042.tsv	uvp5_sn005_dy032_2015_filtered
station_044	dy032_2015	044	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150627220701	uvp5	d20150627_dy032_ctd07	2015-06-27 22:07:01	49.07367	-16.2635	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_044.tsv	export_detailed_20240422_11_01_ZOO_station_044.tsv	uvp5_sn005_dy032_2015_filtered
station_047	dy032_2015	047	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150628093810	uvp5	d20150628_dy032_ctd08	2015-06-28 09:38:10	49.01267	-16.39517	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_047.tsv	export_detailed_20240422_11_01_ZOO_station_047.tsv	uvp5_sn005_dy032_2015_filtered
station_060	dy032_2015	060	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150629030342	uvp5	d20150629_dy032_ctd09	2015-06-29 03:03:42	48.9065	-16.49	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_060.tsv	export_detailed_20240422_11_01_ZOO_station_060.tsv	uvp5_sn005_dy032_2015_filtered
station_066	dy032_2015	066	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150629152658	uvp5	d20150629_dy032_ctd10	2015-06-29 15:26:58	48.81917	-16.52067	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_066.tsv	export_detailed_20240422_11_01_ZOO_station_066.tsv	uvp5_sn005_dy032_2015_filtered
station_072	dy032_2015	072	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150630110347	uvp5	d20150630_dy032_ctd11	2015-06-30 11:03:47	49.07383	-16.2635	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_072.tsv	export_detailed_20240422_11_01_ZOO_station_072.tsv	uvp5_sn005_dy032_2015_filtered
station_078	dy032_2015	078	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150630204120	uvp5	d20150630_dy032_ctd12	2015-06-30 20:41:20	49.07383	-16.2635	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_078.tsv	export_detailed_20240422_11_01_ZOO_station_078.tsv	uvp5_sn005_dy032_2015_filtered
station_085	dy032_2015	085	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150701141854	uvp5	d20150701_dy032_ctd13	2015-07-01 14:18:54	48.98567	-16.28533	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_085.tsv	export_detailed_20240422_11_01_ZOO_station_085.tsv	uvp5_sn005_dy032_2015_filtered
station_096	dy032_2015	096	francois carlotti(francois.carlotti@mio.osupytheas.fr)	HDR20150703074458	uvp5	d20150703_dy032_ctd16	2015-07-03 07:44:58	48.97883	-16.51333	0.0090878	1.207	0.147	export_detailed_20240422_11_01_PAR_station_096.tsv	export_detailed_20240422_11_01_ZOO_station_096.tsv	uvp5_sn005_dy032_2015_filtered
