profile	Cruise	Site	DataOwner	Rawfilename	Instrument	CTDrosettefilename	yyyy-mm-dd hh:mm	Latitude 	Longitude	aa	exp	Pixel size	Particle filename	Plankton filename	Project
ctd017	sn207_2018_exports_np_sr1812	SS16	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180816170249	uvp5	sr1812_017	2018-08-16 17:02:49	50.00963	-144.93195	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd017.tsv	export_detailed_20240422_11_10_ZOO_ctd017.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd018	sn207_2018_exports_np_sr1812	SS17	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180816185458	uvp5	sr1812_018	2018-08-16 18:54:58	49.94761	-144.9887	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd018.tsv	export_detailed_20240422_11_10_ZOO_ctd018.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd019	sn207_2018_exports_np_sr1812	SS_17	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180816214202	uvp5	sr1812_019	2018-08-16 21:42:02	49.94819	-144.99059	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd019.tsv	export_detailed_20240422_11_10_ZOO_ctd019.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd020	sn207_2018_exports_np_sr1812	WW_calibration_-_1	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180817011205	uvp5	sr1812_020	2018-08-17 01:12:05	50.16603	-145.02622	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd020.tsv	export_detailed_20240422_11_10_ZOO_ctd020.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd021	sn207_2018_exports_np_sr1812	SS10	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180817041251	uvp5	sr1812_021	2018-08-17 04:12:51	49.98352	-145.0856	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd021.tsv	export_detailed_20240422_11_10_ZOO_ctd021.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd022	sn207_2018_exports_np_sr1812	SS11	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180817055958	uvp5	sr1812_022	2018-08-17 05:59:58	50.04605	-145.02969	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd022.tsv	export_detailed_20240422_11_10_ZOO_ctd022.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd023	sn207_2018_exports_np_sr1812	SS09	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180817170311	uvp5	sr1812_023	2018-08-17 17:03:11	50.01951	-145.18233	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd023.tsv	export_detailed_20240422_11_10_ZOO_ctd023.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd024	sn207_2018_exports_np_sr1812	SS8	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180817191546	uvp5	sr1812_024	2018-08-17 19:15:46	50.08251	-145.12542	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd024.tsv	export_detailed_20240422_11_10_ZOO_ctd024.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd025	sn207_2018_exports_np_sr1812	SS_8	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180817221321	uvp5	sr1812_025	2018-08-17 22:13:21	50.07806	-145.12783	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd025.tsv	export_detailed_20240422_11_10_ZOO_ctd025.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd026	sn207_2018_exports_np_sr1812	LS_12	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180818013346	uvp5	sr1812_026	2018-08-18 01:33:46	50.35571	-145.15889	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd026.tsv	export_detailed_20240422_11_10_ZOO_ctd026.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd027	sn207_2018_exports_np_sr1812	LS2	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180818152317	uvp5	sr1812_027	2018-08-18 15:23:17	50.07329	-145.18411	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd027.tsv	export_detailed_20240422_11_10_ZOO_ctd027.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd028	sn207_2018_exports_np_sr1812	LS3	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180820041144	uvp5	sr1812_028	2018-08-20 04:11:44	50.02549	-145.45534	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd028.tsv	export_detailed_20240422_11_10_ZOO_ctd028.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd029	sn207_2018_exports_np_sr1812	LS_04	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180820072711	uvp5	sr1812_029	2018-08-20 07:27:11	49.9787	-145.72687	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd029.tsv	export_detailed_20240422_11_10_ZOO_ctd029.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd030	sn207_2018_exports_np_sr1812	LS_05	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180820100908	uvp5	sr1812_030	2018-08-20 10:09:08	49.89989	-145.51384	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd030.tsv	export_detailed_20240422_11_10_ZOO_ctd030.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd031	sn207_2018_exports_np_sr1812	LS06	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180820154017	uvp5	sr1812_031	2018-08-20 15:40:17	49.82061	-145.2972	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd031.tsv	export_detailed_20240422_11_10_ZOO_ctd031.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd032	sn207_2018_exports_np_sr1812	LS07	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180820173802	uvp5	sr1812_032	2018-08-20 17:38:02	49.74133	-145.08471	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd032.tsv	export_detailed_20240422_11_10_ZOO_ctd032.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd033	sn207_2018_exports_np_sr1812	LS9	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821021839	uvp5	sr1812_033	2018-08-21 02:18:39	49.66083	-144.86875	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd033.tsv	export_detailed_20240422_11_10_ZOO_ctd033.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd034	sn207_2018_exports_np_sr1812	LS9	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821041215	uvp5	sr1812_034	2018-08-21 04:12:15	49.83447	-144.94283	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd034.tsv	export_detailed_20240422_11_10_ZOO_ctd034.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd035	sn207_2018_exports_np_sr1812	LS10	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821060257	uvp5	sr1812_035	2018-08-21 06:02:57	50.00853	-145.0144	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd035.tsv	export_detailed_20240422_11_10_ZOO_ctd035.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd036	sn207_2018_exports_np_sr1812	LS_1	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821072753	uvp5	sr1812_036	2018-08-21 07:27:53	50.09549	-145.05044	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd036.tsv	export_detailed_20240422_11_10_ZOO_ctd036.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd037	sn207_2018_exports_np_sr1812	LS_7	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821104035	uvp5	sr1812_037	2018-08-21 10:40:35	49.99029	-145.05885	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd037.tsv	export_detailed_20240422_11_10_ZOO_ctd037.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd038	sn207_2018_exports_np_sr1812	LS_8	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821124603	uvp5	sr1812_038	2018-08-21 12:46:03	49.93599	-144.82618	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd038.tsv	export_detailed_20240422_11_10_ZOO_ctd038.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd039	sn207_2018_exports_np_sr1812	LS9	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821161628	uvp5	sr1812_039	2018-08-21 16:16:28	50.0987	-144.94451	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd039.tsv	export_detailed_20240422_11_10_ZOO_ctd039.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd040	sn207_2018_exports_np_sr1812	LS10	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821191913	uvp5	sr1812_040	2018-08-21 19:19:13	50.25986	-145.06263	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd040.tsv	export_detailed_20240422_11_10_ZOO_ctd040.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd041	sn207_2018_exports_np_sr1812	LS10	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180821214634	uvp5	sr1812_041	2018-08-21 21:46:34	50.25771	-145.06821	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd041.tsv	export_detailed_20240422_11_10_ZOO_ctd041.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd042	sn207_2018_exports_np_sr1812	Lagrangian_float_calibration_cast_-_2	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180822030037	uvp5	sr1812_042	2018-08-22 03:00:37	50.38589	-145.12032	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd042.tsv	export_detailed_20240422_11_10_ZOO_ctd042.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd043	sn207_2018_exports_np_sr1812	LS2	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180822061628	uvp5	sr1812_043	2018-08-22 06:16:28	50.30578	-145.24814	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd043.tsv	export_detailed_20240422_11_10_ZOO_ctd043.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd044	sn207_2018_exports_np_sr1812	LS3	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180822153813	uvp5	sr1812_044	2018-08-22 15:38:13	50.22962	-145.50207	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd044.tsv	export_detailed_20240422_11_10_ZOO_ctd044.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd045	sn207_2018_exports_np_sr1812	LS4	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180822175920	uvp5	sr1812_045	2018-08-22 17:59:20	50.15317	-145.75625	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd045.tsv	export_detailed_20240422_11_10_ZOO_ctd045.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd046	sn207_2018_exports_np_sr1812	LS_5	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180822213811	uvp5	sr1812_046	2018-08-22 21:38:11	50.1009	-145.53105	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd046.tsv	export_detailed_20240422_11_10_ZOO_ctd046.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd047	sn207_2018_exports_np_sr1812	LS_5	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180822232820	uvp5	sr1812_047	2018-08-22 23:28:20	50.1009	-145.53103	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd047.tsv	export_detailed_20240422_11_10_ZOO_ctd047.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd048	sn207_2018_exports_np_sr1812	LS_6	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180823023817	uvp5	sr1812_048	2018-08-23 02:38:17	50.04455	-145.29074	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd048.tsv	export_detailed_20240422_11_10_ZOO_ctd048.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd050	sn207_2018_exports_np_sr1812	LS12	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180823191742	uvp5	sr1812_050	2018-08-23 19:17:42	50.58755	-145.29782	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd050.tsv	export_detailed_20240422_11_10_ZOO_ctd050.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd051	sn207_2018_exports_np_sr1812	LS_12	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180823213245	uvp5	sr1812_051	2018-08-23 21:32:45	50.58728	-145.2986	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd051.tsv	export_detailed_20240422_11_10_ZOO_ctd051.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd052	sn207_2018_exports_np_sr1812	Seaglider_cal_cast_1	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180824005232	uvp5	sr1812_052	2018-08-24 00:52:32	50.38191	-145.03664	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd052.tsv	export_detailed_20240422_11_10_ZOO_ctd052.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd053	sn207_2018_exports_np_sr1812	LS13	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180824060533	uvp5	sr1812_053	2018-08-24 06:05:33	50.75052	-145.4167	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd053.tsv	export_detailed_20240422_11_10_ZOO_ctd053.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd054	sn207_2018_exports_np_sr1812	LS_14	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180824090025	uvp5	sr1812_054	2018-08-24 09:00:25	50.69526	-145.184	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd054.tsv	export_detailed_20240422_11_10_ZOO_ctd054.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd055	sn207_2018_exports_np_sr1812	LS15	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180824150000	uvp5	sr1812_055	2018-08-24 15:00:00	50.64146	-144.95134	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd055.tsv	export_detailed_20240422_11_10_ZOO_ctd055.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd056	sn207_2018_exports_np_sr1812	LS16	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180824175822	uvp5	sr1812_056	2018-08-24 17:58:22	50.58689	-144.72048	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd056.tsv	export_detailed_20240422_11_10_ZOO_ctd056.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd057	sn207_2018_exports_np_sr1812	LS_17	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180824214433	uvp5	sr1812_057	2018-08-24 21:44:33	50.53495	-144.48725	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd057.tsv	export_detailed_20240422_11_10_ZOO_ctd057.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd058	sn207_2018_exports_np_sr1812	LS_17	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180824233442	uvp5	sr1812_058	2018-08-24 23:34:42	50.53495	-144.48719	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd058.tsv	export_detailed_20240422_11_10_ZOO_ctd058.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd059	sn207_2018_exports_np_sr1812	LS18	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180825023315	uvp5	sr1812_059	2018-08-25 02:33:15	50.45706	-144.74074	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd059.tsv	export_detailed_20240422_11_10_ZOO_ctd059.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd061	sn207_2018_exports_np_sr1812	LS19	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180825164916	uvp5	sr1812_061	2018-08-25 16:49:16	50.38083	-144.99489	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd061.tsv	export_detailed_20240422_11_10_ZOO_ctd061.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd064	sn207_2018_exports_np_sr1812	LS_8	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180826214747	uvp5	sr1812_064	2018-08-26 21:47:47	49.9359	-144.83079	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd064.tsv	export_detailed_20240422_11_10_ZOO_ctd064.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd065	sn207_2018_exports_np_sr1812		andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180827062440	uvp5	sr1812_065	2018-08-27 06:24:40	50.15405	-144.64106	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd065.tsv	export_detailed_20240422_11_10_ZOO_ctd065.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd066	sn207_2018_exports_np_sr1812	SS11	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180827150600	uvp5	sr1812_066	2018-08-27 15:06:00	50.52578	-145.00662	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd066.tsv	export_detailed_20240422_11_10_ZOO_ctd066.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd067	sn207_2018_exports_np_sr1812	SS9	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180827180801	uvp5	sr1812_067	2018-08-27 18:08:01	50.52555	-145.16471	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd067.tsv	export_detailed_20240422_11_10_ZOO_ctd067.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd068	sn207_2018_exports_np_sr1812	SS_8	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180827214116	uvp5	sr1812_068	2018-08-27 21:41:16	50.57627	-145.08892	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd068.tsv	export_detailed_20240422_11_10_ZOO_ctd068.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd069	sn207_2018_exports_np_sr1812	LS_8	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180827232129	uvp5	sr1812_069	2018-08-27 23:21:29	50.57627	-145.08892	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd069.tsv	export_detailed_20240422_11_10_ZOO_ctd069.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd070	sn207_2018_exports_np_sr1812	Seaglider_cal_cast_2	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180828011033	uvp5	sr1812_070	2018-08-28 01:10:33	50.61744	-145.0012	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd070.tsv	export_detailed_20240422_11_10_ZOO_ctd070.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd071	sn207_2018_exports_np_sr1812	SS2	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180828042109	uvp5	sr1812_071	2018-08-28 04:21:09	50.57681	-145.24423	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd071.tsv	export_detailed_20240422_11_10_ZOO_ctd071.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd072	sn207_2018_exports_np_sr1812	SS3	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180828070351	uvp5	sr1812_072	2018-08-28 07:03:51	50.62829	-145.16423	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd072.tsv	export_detailed_20240422_11_10_ZOO_ctd072.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd073	sn207_2018_exports_np_sr1812	SS_4	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180828090412	uvp5	sr1812_073	2018-08-28 09:04:12	50.67815	-145.08482	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd073.tsv	export_detailed_20240422_11_10_ZOO_ctd073.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd074	sn207_2018_exports_np_sr1812	SS5	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180828110540	uvp5	sr1812_074	2018-08-28 11:05:40	50.72905	-145.00613	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd074.tsv	export_detailed_20240422_11_10_ZOO_ctd074.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
ctd075	sn207_2018_exports_np_sr1812	SS12	andrew mcdonnell(amcdonnell@alaska.edu)	HDR20180828150317	uvp5	sr1812_075	2018-08-28 15:03:17	50.57613	-144.92699	0.0017724	1.32	0.097	export_detailed_20240422_11_10_PAR_ctd075.tsv	export_detailed_20240422_11_10_ZOO_ctd075.tsv	uvp5_sn207_2018_exports_np_sr1812_filtered
