profile	Cruise	Site	DataOwner	Rawfilename	Instrument	CTDrosettefilename	yyyy-mm-dd hh:mm	Latitude 	Longitude	aa	exp	Pixel size	Particle filename	Plankton filename	Project
bats361_ctd22	sn209_bats_361	gf	joshua stone(stone@sc.edu)	HDR20190718091657	uvp5	10361021	2019-07-18 09:16:57	31.7096	-63.22407	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_bats361_ctd22.tsv	export_detailed_20240422_11_04_ZOO_bats361_ctd22.tsv	uvp5_sn209_ae1917_bats_361
bats361_ctd26	sn209_bats_361	gf	joshua stone(stone@sc.edu)	HDR20190719003937	uvp5	10361025	2019-07-19 00:39:37	31.659	-64.16747	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_bats361_ctd26.tsv	export_detailed_20240422_11_04_ZOO_bats361_ctd26.tsv	uvp5_sn209_ae1917_bats_361
bats361_ctd6	sn209_bats_361	xx	joshua stone(stone@sc.edu)	HDR20190714230420	uvp5	10361005	2019-07-14 23:04:20	31.97347	-64.37527	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_bats361_ctd6.tsv	export_detailed_20240422_11_04_ZOO_bats361_ctd6.tsv	uvp5_sn209_ae1917_bats_361
bats361_ctd7	sn209_bats_361	gf	joshua stone(stone@sc.edu)	HDR20190715043257	uvp5	10361006	2019-07-15 04:32:57	31.75	-63.98613	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_bats361_ctd7.tsv	export_detailed_20240422_11_04_ZOO_bats361_ctd7.tsv	uvp5_sn209_ae1917_bats_361
bats361_ctd8	sn209_bats_361	gf	joshua stone(stone@sc.edu)	HDR20190715070656	uvp5	10361007	2019-07-15 07:06:56	31.84093	-63.8036	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_bats361_ctd8.tsv	export_detailed_20240422_11_04_ZOO_bats361_ctd8.tsv	uvp5_sn209_ae1917_bats_361
bats361_ctd9	sn209_bats_361	gf	joshua stone(stone@sc.edu)	HDR20190715092342	uvp5	10361008	2019-07-15 09:23:42	31.7542	-63.98553	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_bats361_ctd9.tsv	export_detailed_20240422_11_04_ZOO_bats361_ctd9.tsv	uvp5_sn209_ae1917_bats_361
bs2114c10	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210807100433	uvp5	92114010	2021-08-07 10:04:33	31.75	-64.01	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c10.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c11	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210807145923	uvp5	92114011	2021-08-07 14:59:23	31.75	-64.01	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c11.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c12	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210807210055	uvp5	92114012	2021-08-07 21:00:55	31.75	-64.01	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c12.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c15	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210808100311	uvp5	92114015	2021-08-08 10:03:11	31.75	-64.01	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c15.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c2	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210805163946	uvp5	92114002	2021-08-05 16:39:46	31.75	-64.83333	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c2.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c3	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210805212844	uvp5	92114003	2021-08-05 21:28:44	31.76667	-64.5	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c3.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c5	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210806040040	uvp5	92114005	2021-08-06 04:00:40	31.75	-65.0	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c5.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c6	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210806085946	uvp5	92114006	2021-08-06 08:59:46	31.75	-64.01	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c6.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c7	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210806153815	uvp5	92114007	2021-08-06 15:38:15	31.75	-64.01	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c7.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c8	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210806210049	uvp5	92114008	2021-08-06 21:00:49	31.75	-64.01	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c8.tsv	no data available	uvp5_sn209_ae2114_biosscope
bs2114c9	sn209_ae2114_biosscope	bs	josh stone(stone@sc.edu)	HDR20210807035918	uvp5	92114009	2021-08-07 03:59:18	31.75	-64.01	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bs2114c9.tsv	no data available	uvp5_sn209_ae2114_biosscope
bv55c1	sn209_ae_1913	gf	joshua stone(stone@sc.edu)	HDR20190616173441	uvp5	bv55c1	2019-06-16 17:34:41	31.64717	-64.1825	0.00279	241.0	0.092	export_detailed_20240422_11_04_PAR_bv55c1.tsv	export_detailed_20240422_11_04_ZOO_bv55c1.tsv	uvp5_sn209_ae_1913
bv55c20	sn209_ae_1913	hs	joshua stone(stone@sc.edu)	HDR20190706024419	uvp5	61362003	2019-07-06 02:44:19	31.98673	-64.28817	0.00279	241.0	0.092	export_detailed_20240422_11_04_PAR_bv55c20.tsv	export_detailed_20240422_11_04_ZOO_bv55c20.tsv	uvp5_sn209_ae_1913
bv55c21	sn209_ae_1913	hs	joshua stone(stone@sc.edu)	HDR20190706062206	uvp5	61362004	2019-07-06 06:22:06	31.98492	-64.50001	0.00279	241.0	0.092	export_detailed_20240422_11_04_PAR_bv55c21.tsv	export_detailed_20240422_11_04_ZOO_bv55c21.tsv	uvp5_sn209_ae_1913
bv55c3	sn209_ae_1913	st1	joshua stone(stone@sc.edu)	HDR20190618092704	uvp5	bv55c3	2019-06-18 09:27:04	31.38433	-64.406	0.00279	241.0	0.092	export_detailed_20240422_11_04_PAR_bv55c3.tsv	export_detailed_20240422_11_04_ZOO_bv55c3.tsv	uvp5_sn209_ae_1913
bv57c1	sn209_bval57_ae2016	xx	joshua stone(stone@sc.edu)	HDR20201002110849	uvp5	xx	2020-10-02 11:08:49	30.6662	-64.3185	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bv57c1.tsv	export_detailed_20240422_11_04_ZOO_bv57c1.tsv	uvp5_sn209_ae2016_bval57
bv57c14	sn209_bval57_ae2016		joshua stone(stone@sc.edu)	HDR20201008103331	uvp5		2020-10-08 10:33:31	29.66687	-64.41939	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bv57c14.tsv	export_detailed_20240422_11_04_ZOO_bv57c14.tsv	uvp5_sn209_ae2016_bval57
bv57c15	sn209_bval57_ae2016		joshua stone(stone@sc.edu)	HDR20201011212018	uvp5		2020-10-11 21:20:18	31.67587	-64.16987	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bv57c15.tsv	export_detailed_20240422_11_04_ZOO_bv57c15.tsv	uvp5_sn209_ae2016_bval57
bv57c2	sn209_bval57_ae2016	xx	joshua stone(stone@sc.edu)	HDR20201002115936	uvp5	xx	2020-10-02 11:59:36	30.6665	-64.3162	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_bv57c2.tsv	export_detailed_20240422_11_04_ZOO_bv57c2.tsv	uvp5_sn209_ae2016_bval57
gf360c10	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190607170638	uvp5	10360010	2019-06-07 17:06:38	31.66687	-64.16747	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c10.tsv	export_detailed_20240422_11_04_ZOO_gf360c10.tsv	uvp5_sn209_ae1912_bats
gf360c11	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190608021854	uvp5	10360011	2019-06-08 02:18:54	31.6596	-64.16687	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c11.tsv	export_detailed_20240422_11_04_ZOO_gf360c11.tsv	uvp5_sn209_ae1912_bats
gf360c13	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190608095200	uvp5	100013	2019-06-08 09:52:00	31.66807	-64.08793	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c13.tsv	export_detailed_20240422_11_04_ZOO_gf360c13.tsv	uvp5_sn209_ae1912_bats
gf360c14	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190608154747	uvp5	10360014	2019-06-08 15:47:47	31.63913	-64.23793	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c14.tsv	export_detailed_20240422_11_04_ZOO_gf360c14.tsv	uvp5_sn209_ae1912_bats
gf360c14	sn209_ae_1913	gf	joshua stone(stone@sc.edu)	HDR20190608154747	uvp5	10360014	2019-06-08 15:47:47	31.64266	-64.24114		241.0	0.092	export_detailed_20240422_11_04_PAR_gf360c14.tsv	export_detailed_20240422_11_04_ZOO_gf360c14.tsv	uvp5_sn209_ae_1913
gf360c15	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190608161235	uvp5	10360015	2019-06-08 16:12:35	31.63793	-64.23793	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c15.tsv	export_detailed_20240422_11_04_ZOO_gf360c15.tsv	uvp5_sn209_ae1912_bats
gf360c15	sn209_ae_1913	gf	joshua stone(stone@sc.edu)	HDR20190608161235	uvp5	10360015	2019-06-08 16:12:35	31.6412	-64.24108		241.0	0.092	export_detailed_20240422_11_04_PAR_gf360c15.tsv	export_detailed_20240422_11_04_ZOO_gf360c15.tsv	uvp5_sn209_ae_1913
gf360c16	sn209_ae_1913	gf	joshua stone(stone@sc.edu)	HDR20190608201804	uvp5	10360016	2019-06-08 20:18:04	31.62867	-64.29359		241.0	0.092	export_detailed_20240422_11_04_PAR_gf360c16.tsv	export_detailed_20240422_11_04_ZOO_gf360c16.tsv	uvp5_sn209_ae_1913
gf360c16	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190608201804	uvp5	10360016	2019-06-08 20:18:04	31.62407	-64.28973	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c16.tsv	export_detailed_20240422_11_04_ZOO_gf360c16.tsv	uvp5_sn209_ae1912_bats
gf360c18	sn209_ae_1913	gf	joshua stone(stone@sc.edu)	HDR20190609135841	uvp5	10360018	2019-06-09 13:58:41	31.84331	-64.96895		241.0	0.092	export_detailed_20240422_11_04_PAR_gf360c18.tsv	export_detailed_20240422_11_04_ZOO_gf360c18.tsv	uvp5_sn209_ae_1913
gf360c18	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190609135841	uvp5	10360018	2019-06-09 13:58:41	31.83913	-64.96807	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c18.tsv	export_detailed_20240422_11_04_ZOO_gf360c18.tsv	uvp5_sn209_ae1912_bats
gf360c19	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190609194356	uvp5	10360019	2019-06-09 19:43:56	31.6596	-64.16807	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c19.tsv	export_detailed_20240422_11_04_ZOO_gf360c19.tsv	uvp5_sn209_ae1912_bats
gf360c19	sn209_ae_1913	gf	joshua stone(stone@sc.edu)	HDR20190609194356	uvp5	10360019	2019-06-09 19:43:56	31.66586	-64.16925		241.0	0.092	export_detailed_20240422_11_04_PAR_gf360c19.tsv	export_detailed_20240422_11_04_ZOO_gf360c19.tsv	uvp5_sn209_ae_1913
gf360c5	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190606062144	uvp5	10360005	2019-06-06 06:21:44	31.97287	-64.37527	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c5.tsv	export_detailed_20240422_11_04_ZOO_gf360c5.tsv	uvp5_sn209_ae1912_bats
gf360c6	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190606103310	uvp5	10360006	2019-06-06 10:33:10	31.66807	-64.08733	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c6.tsv	export_detailed_20240422_11_04_ZOO_gf360c6.tsv	uvp5_sn209_ae1912_bats
gf360c7	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190606122837	uvp5	10360007	2019-06-06 12:28:37	31.66687	-64.09153	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c7.tsv	export_detailed_20240422_11_04_ZOO_gf360c7.tsv	uvp5_sn209_ae1912_bats
gf360c8	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190606170848	uvp5	10360008	2019-06-06 17:08:48	31.66927	-64.17167	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c8.tsv	export_detailed_20240422_11_04_ZOO_gf360c8.tsv	uvp5_sn209_ae1912_bats
gf360c9	sn209_bats_ae_1912	gf	josh stone(stone@sc.edu)	HDR20190607060759	uvp5	10360009	2019-06-07 06:07:59	31.17107	-64.32047	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf360c9.tsv	export_detailed_20240422_11_04_ZOO_gf360c9.tsv	uvp5_sn209_ae1912_bats
gf363c10	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190908183658	uvp5	gf363c10	2019-09-08 18:36:58	31.6585	-64.15853	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c10.tsv	export_detailed_20240422_11_04_ZOO_gf363c10.tsv	uvp5_sn209_ae1923_bats363
gf363c11	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190909061749	uvp5	gf363c11	2019-09-09 06:17:49	31.18537	-64.32543	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c11.tsv	export_detailed_20240422_11_04_ZOO_gf363c11.tsv	uvp5_sn209_ae1923_bats363
gf363c12	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190909100345	uvp5	gf363c12	2019-09-09 10:03:45	31.3555	-63.95738	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c12.tsv	export_detailed_20240422_11_04_ZOO_gf363c12.tsv	uvp5_sn209_ae1923_bats363
gf363c14	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190909230634	uvp5	gf363c14	2019-09-09 23:06:34	31.48693	-64.52258	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c14.tsv	export_detailed_20240422_11_04_ZOO_gf363c14.tsv	uvp5_sn209_ae1923_bats363
gf363c15	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190910062936	uvp5	gf363c15	2019-09-10 06:29:36	31.66573	-64.16833	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c15.tsv	export_detailed_20240422_11_04_ZOO_gf363c15.tsv	uvp5_sn209_ae1923_bats363
gf363c16	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190910103127	uvp5	gf363c16	2019-09-10 10:31:27	31.75718	-63.98663	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c16.tsv	export_detailed_20240422_11_04_ZOO_gf363c16.tsv	uvp5_sn209_ae1923_bats363
gf363c17	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190910150134	uvp5	gf363c17	2019-09-10 15:01:34	31.6418	-64.21802	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c17.tsv	export_detailed_20240422_11_04_ZOO_gf363c17.tsv	uvp5_sn209_ae1923_bats363
gf363c18	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190910153114	uvp5	gf363c18	2019-09-10 15:31:14	31.63838	-64.224	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c18.tsv	export_detailed_20240422_11_04_ZOO_gf363c18.tsv	uvp5_sn209_ae1923_bats363
gf363c19	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190910195618	uvp5	gf363c19	2019-09-10 19:56:18	31.61758	-64.24982	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c19.tsv	export_detailed_20240422_11_04_ZOO_gf363c19.tsv	uvp5_sn209_ae1923_bats363
gf363c20	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190911000840	uvp5	gf363c20	2019-09-11 00:08:40	31.6053	-64.29057	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c20.tsv	export_detailed_20240422_11_04_ZOO_gf363c20.tsv	uvp5_sn209_ae1923_bats363
gf363c21	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190911062710	uvp5	gf363c21	2019-09-11 06:27:10	31.71828	-63.23238	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c21.tsv	export_detailed_20240422_11_04_ZOO_gf363c21.tsv	uvp5_sn209_ae1923_bats363
gf363c22	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190911094411	uvp5	gf363c22	2019-09-11 09:44:11	31.53332	-63.59697	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c22.tsv	export_detailed_20240422_11_04_ZOO_gf363c22.tsv	uvp5_sn209_ae1923_bats363
gf363c23	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190911144815	uvp5	gf363c23	2019-09-11 14:48:15	31.6666	-64.16558	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c23.tsv	export_detailed_20240422_11_04_ZOO_gf363c23.tsv	uvp5_sn209_ae1923_bats363
gf363c24	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190912001752	uvp5	gf363c24	2019-09-12 00:17:52	31.19392	-64.60697	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c24.tsv	export_detailed_20240422_11_04_ZOO_gf363c24.tsv	uvp5_sn209_ae1923_bats363
gf363c25	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190912050843	uvp5	gf363c25	2019-09-12 05:08:43	31.794	-64.74587	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c25.tsv	export_detailed_20240422_11_04_ZOO_gf363c25.tsv	uvp5_sn209_ae1923_bats363
gf363c26	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190912103030	uvp5	gf363c26	2019-09-12 10:30:30	31.7567	-63.98608	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c26.tsv	export_detailed_20240422_11_04_ZOO_gf363c26.tsv	uvp5_sn209_ae1923_bats363
gf363c7	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190908070836	uvp5	gf363c7	2019-09-08 07:08:36	31.84667	-63.80568	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c7.tsv	export_detailed_20240422_11_04_ZOO_gf363c7.tsv	uvp5_sn209_ae1923_bats363
gf363c8	ae1923_bats363	gf	joshstone(stone@sc.edu)	HDR20190908103120	uvp5	gf363c8	2019-09-08 10:31:20	31.75353	-64.001	0.00279	1.2236	0.092	export_detailed_20240422_11_04_PAR_gf363c8.tsv	export_detailed_20240422_11_04_ZOO_gf363c8.tsv	uvp5_sn209_ae1923_bats363
gf374c1	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201024235633	uvp5	xx	2020-10-24 23:56:33	31.79225	-64.74045	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c1.tsv	export_detailed_20240422_11_04_ZOO_gf374c1.tsv	uvp5_sn209_ae2017_bats374
gf374c10	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201027140810	uvp5	xx	2020-10-27 14:08:10	31.6596	-64.16735	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c10.tsv	export_detailed_20240422_11_04_ZOO_gf374c10.tsv	uvp5_sn209_ae2017_bats374
gf374c11	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201027173003	uvp5	xx	2020-10-27 17:30:03	31.71795	-64.40948	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c11.tsv	export_detailed_20240422_11_04_ZOO_gf374c11.tsv	uvp5_sn209_ae2017_bats374
gf374c12	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201027214357	uvp5	xx	2020-10-27 21:43:57	31.48583	-64.52629	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c12.tsv	export_detailed_20240422_11_04_ZOO_gf374c12.tsv	uvp5_sn209_ae2017_bats374
gf374c19	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201029211802	uvp5	xx	2020-10-29 21:18:02	31.97407	-64.37407	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c19.tsv	export_detailed_20240422_11_04_ZOO_gf374c19.tsv	uvp5_sn209_ae2017_bats374
gf374c2	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201025115104	uvp5	xx	2020-10-25 11:51:04	31.66909	-64.15918	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c2.tsv	export_detailed_20240422_11_04_ZOO_gf374c2.tsv	uvp5_sn209_ae2017_bats374
gf374c20	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201030105630	uvp5	xx	2020-10-30 10:56:30	31.66687	-64.15972	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c20.tsv	export_detailed_20240422_11_04_ZOO_gf374c20.tsv	uvp5_sn209_ae2017_bats374
gf374c21	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201030200659	uvp5	xx	2020-10-30 20:06:59	31.35408	-63.95492	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c21.tsv	export_detailed_20240422_11_04_ZOO_gf374c21.tsv	uvp5_sn209_ae2017_bats374
gf374c22	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201030233921	uvp5	xx	2020-10-30 23:39:21	31.17107	-64.32089	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c22.tsv	export_detailed_20240422_11_04_ZOO_gf374c22.tsv	uvp5_sn209_ae2017_bats374
gf374c3	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201025175932	uvp5	xx	2020-10-25 17:59:32	31.84171	-63.8033	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c3.tsv	export_detailed_20240422_11_04_ZOO_gf374c3.tsv	uvp5_sn209_ae2017_bats374
gf374c4	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201025213117	uvp5	xx	2020-10-25 21:31:17	31.53421	-63.59033	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c4.tsv	export_detailed_20240422_11_04_ZOO_gf374c4.tsv	uvp5_sn209_ae2017_bats374
gf374c5	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201026064942	uvp5	xx	2020-10-26 06:49:42	31.66897	-64.15912	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c5.tsv	export_detailed_20240422_11_04_ZOO_gf374c5.tsv	uvp5_sn209_ae2017_bats374
gf374c6	sn209_bats374_ae2017	xx	joshua stone(stone@sc.edu)	HDR20201026154403	uvp5	xx	2020-10-26 15:44:03	31.66717	-64.18853	0.0043	1.088	0.092	export_detailed_20240422_11_04_PAR_gf374c6.tsv	export_detailed_20240422_11_04_ZOO_gf374c6.tsv	uvp5_sn209_ae2017_bats374
